date,region,product_category,units_sold,unit_price,revenue,discount_applied,marketing_spend,customer_segment,returned_units
2021-03-12,North,Sports & Outdoors,18,74.01,1246.52,0.0643,523.89,Consumer,1
2021-03-12,Central,Sports & Outdoors,10,59.41,540.33,0.0905,226.15,Corporate,0
2021-03-12,North,Home & Kitchen,19,77.99,1389.64,0.0622,343.01,Consumer,2
2021-03-13,South,Sports & Outdoors,10,56.43,505.5,0.1042,263.76,Consumer,1
2021-03-13,North,Home & Kitchen,14,70.27,901.73,0.0834,437.16,Small Business,0
2021-03-13,Central,Clothing,13,54.98,647.98,0.0934,277.04,Corporate,0
2021-03-13,East,Electronics,12,266.18,2788.82,0.1269,255.73,Corporate,0
2021-03-13,Central,Clothing,8,44.38,318.47,0.103,195.16,Consumer,0
2021-03-13,Central,Electronics,9,319.83,2636.39,0.0841,164.6,Consumer,0
2021-03-13,West,Sports & Outdoors,21,59.86,1125.19,0.1049,509.06,Consumer,1
2021-03-13,South,Clothing,12,44.33,472.65,0.1115,377.06,Corporate,0
2021-03-13,Central,Electronics,10,287.07,2418.28,0.1576,218.04,Consumer,1
2021-03-14,East,Home & Kitchen,10,76.16,645.68,0.1522,334.49,Consumer,0
2021-03-14,West,Sports & Outdoors,23,70.33,1454.05,0.1011,630.64,Consumer,2
2021-03-14,North,Clothing,15,51.44,686.42,0.1104,457.19,Consumer,1
2021-03-14,Central,Clothing,13,45.37,533.78,0.095,287.95,Consumer,1
2021-03-14,West,Electronics,20,279.7,5137.53,0.0816,464.78,Consumer,1
2021-03-14,Central,Electronics,8,317.06,2395.71,0.0555,176.54,Consumer,0
2021-03-14,North,Clothing,16,57.19,805.69,0.1195,527.36,Consumer,1
2021-03-14,East,Electronics,12,321.14,3457.52,0.1028,255.29,Small Business,0
2021-03-14,East,Clothing,14,50.8,636.81,0.1046,257.35,Corporate,0
2021-03-14,North,Electronics,12,339.79,3649.75,0.1049,323.11,Consumer,0
2021-03-14,North,Electronics,16,323.01,4564.52,0.1168,375.31,Corporate,0
2021-03-15,West,Clothing,15,51.67,695.22,0.103,603.97,Small Business,1
2021-03-15,West,Sports & Outdoors,11,73.44,721.4,0.107,524.1,Consumer,1
2021-03-15,West,Sports & Outdoors,15,60.18,780.29,0.1356,544.63,Consumer,1
2021-03-15,North,Clothing,14,47.86,601.76,0.1019,611.06,Small Business,1
2021-03-15,East,Clothing,10,42.94,379.5,0.1162,347.87,Consumer,0
2021-03-15,West,Clothing,12,50.3,536.06,0.1119,745.39,Corporate,0
2021-03-15,West,Sports & Outdoors,14,65.33,749.53,0.1805,519.9,Consumer,1
2021-03-15,South,Clothing,13,56.21,597.59,0.1822,313.69,Consumer,1
2021-03-16,East,Home & Kitchen,8,84.81,534.71,0.2119,309.99,Consumer,0
2021-03-16,West,Home & Kitchen,17,89.85,1412.13,0.0755,647.85,Consumer,2
2021-03-16,South,Electronics,13,336.35,4122.0,0.0573,289.01,Small Business,0
2021-03-16,North,Home & Kitchen,16,81.1,1155.9,0.1092,440.88,Corporate,1
2021-03-16,Central,Clothing,12,54.8,606.18,0.0782,221.36,Consumer,1
2021-03-16,West,Electronics,13,318.38,3856.25,0.0683,546.69,Consumer,1
2021-03-16,East,Clothing,11,53.5,491.99,0.164,306.63,Small Business,0
2021-03-16,South,Electronics,12,277.7,2836.87,0.1487,276.66,Corporate,0
2021-03-16,South,Electronics,12,335.54,3291.24,0.1826,328.71,Consumer,1
2021-03-16,Central,Sports & Outdoors,7,66.48,444.09,0.0457,201.52,Small Business,0
2021-03-16,East,Clothing,12,47.15,515.84,0.0883,308.54,Corporate,0
2021-03-17,West,Sports & Outdoors,17,72.41,1075.87,0.126,554.85,Corporate,1
2021-03-17,West,Sports & Outdoors,15,64.23,908.34,0.0572,420.74,Small Business,1
2021-03-17,Central,Clothing,8,56.06,398.47,0.1115,204.72,Corporate,0
2021-03-17,West,Home & Kitchen,16,83.55,1214.48,0.0915,520.76,Corporate,0
2021-03-17,West,Electronics,17,305.85,4432.53,0.1475,598.37,Consumer,1
2021-03-17,South,Clothing,14,52.45,664.39,0.0952,357.21,Consumer,0
2021-03-17,North,Electronics,18,328.41,5081.42,0.1404,418.06,Consumer,1
2021-03-17,West,Clothing,23,49.01,1041.56,0.076,619.97,Consumer,2
2021-03-17,South,Clothing,10,51.99,472.59,0.091,304.88,Consumer,0
2021-03-17,North,Sports & Outdoors,15,55.53,699.26,0.1605,438.29,Consumer,0
2021-03-17,East,Sports & Outdoors,12,64.52,621.56,0.1972,252.07,Consumer,0
2021-03-18,South,Electronics,13,256.76,3109.24,0.0685,360.84,Consumer,1
2021-03-18,West,Electronics,19,334.87,5815.99,0.0859,554.17,Consumer,2
2021-03-18,West,Clothing,17,53.37,800.14,0.1181,463.37,Consumer,2
2021-03-18,West,Electronics,12,344.86,3977.34,0.0389,618.29,Small Business,0
2021-03-18,North,Electronics,15,261.37,3541.43,0.0967,515.18,Consumer,1
2021-03-18,South,Sports & Outdoors,11,55.49,549.84,0.0992,249.93,Consumer,1
2021-03-18,West,Home & Kitchen,20,77.06,1370.13,0.111,411.09,Consumer,2
2021-03-18,North,Home & Kitchen,18,82.74,1419.47,0.0469,413.8,Small Business,0
2021-03-18,South,Clothing,16,45.37,639.25,0.1194,415.85,Corporate,0
2021-03-18,North,Sports & Outdoors,13,57.45,640.35,0.1426,518.1,Corporate,0
2021-03-18,Central,Electronics,10,265.11,2285.25,0.138,243.11,Corporate,0
2021-03-19,West,Electronics,14,337.32,4267.23,0.0964,440.6,Corporate,0
2021-03-19,South,Home & Kitchen,17,87.29,1320.85,0.1099,316.61,Consumer,0
2021-03-19,North,Clothing,22,47.78,922.71,0.1222,613.23,Consumer,1
2021-03-19,Central,Electronics,9,289.11,2229.65,0.1431,247.0,Corporate,0
2021-03-19,East,Sports & Outdoors,13,61.83,712.32,0.1138,308.65,Consumer,1
2021-03-19,West,Sports & Outdoors,16,61.99,853.08,0.1399,444.32,Corporate,0
2021-03-19,South,Clothing,11,43.08,442.22,0.0668,300.78,Consumer,0
2021-03-19,West,Clothing,20,47.33,872.86,0.0779,588.21,Consumer,2
2021-03-19,West,Home & Kitchen,14,68.06,883.57,0.0727,596.81,Consumer,0
2021-03-19,Central,Sports & Outdoors,11,72.48,708.62,0.1112,201.51,Consumer,1
2021-03-19,North,Electronics,19,341.74,5614.55,0.1353,447.12,Consumer,1
2021-03-19,Central,Clothing,10,48.91,438.23,0.104,257.11,Consumer,1
2021-03-20,Central,Sports & Outdoors,10,60.81,489.03,0.1958,218.1,Corporate,0
2021-03-20,West,Clothing,20,44.78,708.78,0.2086,741.58,Consumer,2
2021-03-20,West,Clothing,27,45.35,1156.13,0.0558,565.93,Small Business,1
2021-03-20,West,Clothing,31,56.84,1589.89,0.0977,532.67,Consumer,3
2021-03-20,Central,Clothing,8,49.74,333.22,0.1626,271.53,Consumer,0
2021-03-20,East,Home & Kitchen,13,80.26,966.69,0.0735,252.91,Consumer,1
2021-03-20,Central,Home & Kitchen,11,74.11,723.25,0.1128,219.97,Corporate,0
2021-03-20,South,Clothing,16,44.6,655.23,0.0818,388.79,Consumer,0
2021-03-21,North,Clothing,17,45.27,676.47,0.121,383.72,Corporate,0
2021-03-21,North,Electronics,19,339.4,5030.55,0.2199,425.45,Consumer,0
2021-03-21,North,Home & Kitchen,20,76.19,1286.7,0.1556,355.42,Corporate,0
2021-03-21,West,Home & Kitchen,18,83.3,1341.81,0.1051,618.96,Consumer,1
2021-03-21,West,Electronics,15,342.37,4703.14,0.0842,576.53,Small Business,1
2021-03-21,East,Clothing,11,45.04,450.26,0.0912,335.39,Consumer,0
2021-03-21,Central,Sports & Outdoors,10,57.79,479.71,0.1699,263.1,Corporate,0
2021-03-21,South,Clothing,20,55.46,987.85,0.1094,336.31,Small Business,0
2021-03-21,West,Clothing,19,53.64,907.56,0.1095,664.69,Corporate,1
2021-03-22,East,Sports & Outdoors,8,70.22,507.94,0.0958,237.82,Consumer,0
2021-03-22,Central,Clothing,8,44.82,305.78,0.1472,274.12,Corporate,0
2021-03-22,West,Sports & Outdoors,19,56.89,919.75,0.1491,631.4,Corporate,1
2021-03-22,West,Clothing,12,55.84,626.79,0.0646,747.48,Consumer,0
2021-03-22,North,Sports & Outdoors,18,68.83,1105.51,0.1077,480.68,Corporate,1
2021-03-22,North,Sports & Outdoors,12,63.61,675.54,0.115,395.9,Consumer,1
2021-03-22,West,Sports & Outdoors,13,65.26,759.05,0.1053,656.19,Consumer,1
2021-03-22,West,Sports & Outdoors,20,72.44,1325.94,0.0848,472.28,Small Business,1
2021-03-23,East,Clothing,14,50.44,585.62,0.1707,333.48,Corporate,0
2021-03-23,East,Clothing,11,56.08,559.76,0.0926,262.54,Small Business,0
2021-03-23,North,Home & Kitchen,18,90.37,1433.9,0.1185,425.86,Corporate,0
2021-03-23,West,Home & Kitchen,17,79.61,1176.76,0.1305,434.6,Corporate,0
2021-03-23,Central,Home & Kitchen,8,84.24,554.84,0.1767,205.97,Consumer,0
2021-03-23,North,Sports & Outdoors,13,72.98,730.25,0.2303,345.02,Corporate,0
2021-03-23,West,Clothing,23,44.33,840.55,0.1756,710.97,Consumer,2
2021-03-23,North,Home & Kitchen,14,90.31,1168.38,0.0759,341.63,Consumer,0
2021-03-23,North,Sports & Outdoors,18,69.26,1059.68,0.15,524.46,Consumer,0
2021-03-23,South,Electronics,11,328.99,2838.3,0.2157,249.96,Corporate,0
2021-03-23,West,Clothing,19,52.2,893.22,0.0994,744.47,Consumer,2
2021-03-24,West,Clothing,14,53.06,695.67,0.0635,676.28,Consumer,0
2021-03-24,South,Electronics,12,298.98,3170.86,0.1162,303.69,Consumer,1
2021-03-24,North,Clothing,14,44.91,549.71,0.1257,522.28,Consumer,1
2021-03-24,Central,Sports & Outdoors,11,73.5,733.63,0.0926,199.59,Consumer,0
2021-03-24,East,Sports & Outdoors,13,65.71,750.27,0.1217,263.62,Corporate,0
2021-03-24,East,Home & Kitchen,13,68.5,782.84,0.1209,204.78,Consumer,1
2021-03-24,Central,Electronics,7,283.0,1741.3,0.121,160.6,Small Business,0
2021-03-24,West,Home & Kitchen,14,89.88,1119.78,0.1101,670.92,Corporate,0
2021-03-24,Central,Home & Kitchen,9,77.99,618.24,0.1192,253.04,Consumer,1
2021-03-24,North,Sports & Outdoors,15,72.12,978.49,0.0955,536.87,Corporate,0
2021-03-24,West,Home & Kitchen,15,68.01,866.21,0.1509,546.73,Corporate,0
2021-03-25,West,Clothing,14,54.81,690.15,0.1006,748.05,Corporate,0
2021-03-25,West,Sports & Outdoors,17,67.43,967.71,0.1558,482.75,Consumer,2
2021-03-25,Central,Electronics,9,325.54,2517.04,0.1409,184.9,Corporate,0
2021-03-25,North,Sports & Outdoors,13,62.38,693.43,0.1449,523.81,Consumer,1
2021-03-25,East,Sports & Outdoors,10,61.96,579.2,0.0652,271.77,Consumer,0
2021-03-25,North,Electronics,17,297.23,4753.27,0.0593,508.1,Consumer,1
2021-03-25,North,Home & Kitchen,12,71.26,824.16,0.0362,388.55,Small Business,1
2021-03-25,West,Electronics,14,319.48,4070.62,0.0899,627.8,Corporate,0
2021-03-26,Central,Electronics,7,290.03,1896.22,0.066,243.33,Small Business,0
2021-03-26,West,Clothing,15,45.49,622.99,0.087,711.74,Small Business,1
2021-03-26,West,Electronics,13,331.1,3616.47,0.1598,614.11,Consumer,0
2021-03-26,East,Home & Kitchen,12,86.45,870.69,0.1607,307.46,Corporate,0
2021-03-26,West,Sports & Outdoors,14,58.11,753.66,0.0736,666.5,Consumer,1
2021-03-26,North,Electronics,21,315.09,5831.47,0.1187,393.98,Consumer,2
2021-03-26,West,Electronics,18,338.46,5762.69,0.0541,409.76,Consumer,1
2021-03-26,West,Electronics,14,340.88,4138.08,0.1329,565.85,Small Business,0
2021-03-26,Central,Sports & Outdoors,12,55.47,614.52,0.0768,245.42,Consumer,1
2021-03-26,North,Sports & Outdoors,20,65.18,1136.35,0.1283,547.07,Consumer,1
2021-03-26,South,Sports & Outdoors,13,70.83,807.81,0.1227,279.5,Small Business,0
2021-03-26,East,Clothing,11,46.07,471.19,0.0702,287.36,Consumer,0
2021-03-26,West,Electronics,24,284.8,5773.69,0.1553,541.24,Corporate,0
2021-03-26,North,Home & Kitchen,21,76.64,1465.88,0.0892,524.01,Corporate,0
2021-03-27,North,Electronics,13,302.85,3468.15,0.1191,372.54,Consumer,1
2021-03-27,Central,Sports & Outdoors,9,60.05,453.33,0.1612,235.14,Corporate,0
2021-03-27,West,Home & Kitchen,19,79.96,1448.29,0.0467,568.76,Small Business,0
2021-03-27,East,Home & Kitchen,12,76.64,838.2,0.0886,311.3,Consumer,0
2021-03-27,Central,Clothing,10,44.66,416.14,0.0682,190.06,Consumer,0
2021-03-27,South,Sports & Outdoors,17,62.93,989.47,0.0751,386.27,Consumer,1
2021-03-27,West,Electronics,17,272.41,4379.51,0.0543,519.26,Consumer,1
2021-03-27,East,Clothing,16,55.1,750.24,0.149,247.91,Consumer,0
2021-03-27,West,Sports & Outdoors,18,58.34,946.79,0.0984,446.57,Consumer,1
2021-03-27,Central,Sports & Outdoors,10,71.02,619.29,0.128,213.75,Consumer,0
2021-03-27,South,Home & Kitchen,17,84.98,1214.53,0.1593,256.8,Corporate,1
2021-03-27,South,Electronics,12,327.72,3671.12,0.0665,317.28,Consumer,0
2021-03-27,West,Home & Kitchen,23,85.59,1836.68,0.067,656.39,Small Business,1
2021-03-28,South,Home & Kitchen,13,89.73,1073.52,0.0797,323.48,Consumer,1
2021-03-28,South,Clothing,12,49.6,524.73,0.1184,333.16,Corporate,0
2021-03-28,North,Home & Kitchen,23,80.5,1663.2,0.1017,407.26,Consumer,1
2021-03-28,South,Electronics,11,333.99,2836.24,0.228,296.84,Consumer,0
2021-03-28,East,Clothing,10,45.05,401.76,0.1082,299.19,Corporate,0
2021-03-28,North,Electronics,20,307.42,5416.13,0.1191,337.94,Consumer,1
2021-03-28,South,Electronics,12,284.0,2843.29,0.1657,312.24,Corporate,0
2021-03-28,South,Clothing,16,51.24,750.15,0.085,316.71,Consumer,1
2021-03-29,Central,Sports & Outdoors,9,71.94,610.81,0.0566,213.07,Consumer,0
2021-03-29,West,Home & Kitchen,12,89.54,896.98,0.1652,503.76,Corporate,0
2021-03-29,West,Clothing,14,49.14,639.05,0.0711,648.66,Consumer,0
2021-03-29,West,Electronics,14,275.34,3575.29,0.0725,400.72,Consumer,0
2021-03-29,North,Home & Kitchen,16,88.99,1297.4,0.0888,552.23,Consumer,1
2021-03-29,South,Clothing,15,52.9,705.02,0.1115,373.45,Consumer,1
2021-03-29,Central,Home & Kitchen,9,88.26,641.59,0.1923,221.68,Small Business,0
2021-03-29,West,Home & Kitchen,15,79.63,1016.0,0.1494,531.98,Consumer,1
2021-03-29,North,Sports & Outdoors,15,69.72,937.66,0.1034,437.39,Consumer,1
2021-03-29,Central,Sports & Outdoors,8,55.37,396.94,0.1039,202.88,Small Business,0
2021-03-29,Central,Clothing,10,50.54,451.93,0.1058,251.41,Corporate,0
2021-03-29,Central,Clothing,8,52.26,336.51,0.1951,219.55,Corporate,0
2021-03-30,East,Sports & Outdoors,11,65.11,642.8,0.1025,251.56,Consumer,0
2021-03-30,West,Home & Kitchen,14,90.76,1190.59,0.063,584.95,Consumer,0
2021-03-30,South,Sports & Outdoors,9,62.09,496.11,0.1122,330.11,Corporate,0
2021-03-30,North,Sports & Outdoors,18,65.17,1102.21,0.0604,381.64,Small Business,1
2021-03-30,West,Electronics,19,273.21,4587.8,0.1162,566.72,Corporate,0
2021-03-30,West,Sports & Outdoors,18,58.8,992.89,0.0619,515.12,Consumer,1
2021-03-30,South,Sports & Outdoors,13,55.6,638.81,0.1162,350.07,Consumer,0
2021-03-30,South,Home & Kitchen,13,70.81,860.24,0.0655,376.23,Consumer,0
2021-03-31,Central,Clothing,7,53.74,334.65,0.1104,296.62,Consumer,0
2021-03-31,Central,Clothing,8,48.35,338.1,0.1259,243.52,Corporate,0
2021-03-31,East,Clothing,14,52.4,645.27,0.1204,281.83,Consumer,0
2021-03-31,South,Home & Kitchen,11,84.31,808.98,0.1277,374.05,Consumer,1
2021-03-31,South,Sports & Outdoors,12,74.14,755.52,0.1508,236.72,Corporate,0
2021-03-31,North,Clothing,15,46.3,639.77,0.0788,535.75,Corporate,0
2021-03-31,Central,Home & Kitchen,9,91.49,701.38,0.1482,219.3,Corporate,0
2021-03-31,North,Electronics,17,330.84,4763.2,0.1531,346.8,Consumer,2
2021-03-31,West,Electronics,20,313.57,5424.76,0.135,456.85,Corporate,0
2021-03-31,North,Clothing,21,51.58,957.1,0.1164,396.45,Consumer,2
2021-03-31,West,Home & Kitchen,21,83.74,1487.02,0.1544,632.38,Corporate,0
2021-03-31,Central,Electronics,6,289.85,1560.15,0.1029,189.61,Consumer,0
2021-03-31,North,Electronics,18,297.49,4773.29,0.1086,495.88,Corporate,0
2021-04-01,West,Home & Kitchen,19,78.13,1290.15,0.1309,531.59,Corporate,1
2021-04-01,West,Home & Kitchen,21,90.86,1708.48,0.1046,660.06,Consumer,2
2021-04-01,South,Sports & Outdoors,15,69.73,934.45,0.1066,373.44,Consumer,1
2021-04-01,North,Home & Kitchen,13,76.02,861.86,0.1279,467.07,Consumer,0
2021-04-01,North,Electronics,18,258.62,4055.11,0.1289,367.51,Consumer,1
2021-04-01,East,Sports & Outdoors,9,60.45,482.74,0.1127,393.88,Consumer,0
2021-04-01,West,Electronics,17,305.97,4758.84,0.0851,478.69,Consumer,0
2021-04-01,West,Clothing,23,55.4,1129.96,0.1132,862.34,Consumer,1
2021-04-01,Central,Home & Kitchen,7,82.18,516.99,0.1013,232.12,Consumer,0
2021-04-01,Central,Electronics,6,317.0,1726.26,0.0924,253.46,Corporate,0
2021-04-01,South,Clothing,18,51.37,824.24,0.1086,322.93,Corporate,0
2021-04-02,East,Home & Kitchen,12,70.44,694.48,0.1784,351.3,Consumer,0
2021-04-02,North,Sports & Outdoors,17,69.09,1067.88,0.0908,531.36,Consumer,1
2021-04-02,South,Clothing,18,51.8,828.62,0.1113,406.87,Consumer,1
2021-04-02,East,Clothing,17,51.6,791.94,0.0972,317.73,Consumer,1
2021-04-02,West,Clothing,21,47.37,844.86,0.1507,657.3,Consumer,1
2021-04-02,West,Sports & Outdoors,25,57.4,1301.69,0.0929,784.15,Corporate,1
2021-04-02,East,Sports & Outdoors,11,70.0,656.58,0.1473,329.75,Corporate,0
2021-04-02,North,Clothing,26,49.53,1100.02,0.1458,632.85,Consumer,1
2021-04-02,South,Clothing,17,49.19,719.41,0.1397,340.53,Small Business,0
2021-04-02,North,Electronics,16,312.07,4592.67,0.0802,512.02,Consumer,1
2021-04-02,West,Sports & Outdoors,29,73.82,1987.71,0.0715,803.73,Consumer,3
2021-04-02,North,Sports & Outdoors,26,70.19,1504.85,0.1754,558.89,Consumer,1
2021-04-02,West,Electronics,19,262.73,4454.25,0.1077,658.91,Consumer,1
2021-04-03,South,Home & Kitchen,19,89.99,1514.89,0.114,348.86,Corporate,0
2021-04-03,North,Clothing,25,44.21,1000.91,0.0944,499.4,Consumer,2
2021-04-03,Central,Sports & Outdoors,15,68.19,858.89,0.1603,208.07,Corporate,0
2021-04-03,West,Home & Kitchen,17,90.89,1335.92,0.1354,602.66,Consumer,1
2021-04-03,West,Home & Kitchen,20,75.35,1426.22,0.0536,484.92,Small Business,0
2021-04-03,West,Sports & Outdoors,32,59.14,1717.24,0.0926,688.93,Consumer,2
2021-04-03,West,Home & Kitchen,23,85.43,1713.38,0.128,529.35,Corporate,0
2021-04-03,West,Home & Kitchen,25,68.02,1580.1,0.0708,569.95,Small Business,0
2021-04-03,North,Clothing,20,48.88,866.74,0.1134,558.33,Small Business,1
2021-04-03,North,Sports & Outdoors,20,72.14,1281.78,0.1116,431.51,Corporate,0
2021-04-04,West,Electronics,21,329.81,6527.07,0.0576,533.33,Small Business,0
2021-04-04,South,Home & Kitchen,15,87.95,1205.53,0.0862,293.0,Consumer,1
2021-04-04,North,Electronics,20,287.78,5017.73,0.1282,462.76,Consumer,1
2021-04-04,West,Home & Kitchen,29,83.23,2206.58,0.0858,479.66,Consumer,1
2021-04-04,North,Sports & Outdoors,27,68.41,1617.48,0.1243,492.49,Consumer,1
2021-04-04,Central,Sports & Outdoors,14,63.6,803.94,0.0971,263.95,Corporate,0
2021-04-04,East,Home & Kitchen,12,91.76,847.2,0.2306,265.38,Corporate,0
2021-04-04,Central,Clothing,15,51.57,722.57,0.0659,347.63,Consumer,1
2021-04-04,South,Clothing,20,43.47,804.89,0.0742,500.42,Consumer,2
2021-04-04,North,Electronics,21,271.67,5025.6,0.1191,366.15,Corporate,1
2021-04-04,Central,Home & Kitchen,14,78.1,987.45,0.0969,250.75,Consumer,1
2021-04-05,West,Clothing,16,43.59,655.66,0.0599,583.84,Consumer,1
2021-04-05,Central,Electronics,6,336.1,1844.38,0.0854,225.72,Small Business,0
2021-04-05,West,Electronics,18,300.64,4815.71,0.1101,473.16,Consumer,1
2021-04-05,East,Home & Kitchen,7,82.35,529.58,0.0813,281.35,Consumer,0
2021-04-05,Central,Clothing,10,53.91,468.96,0.1301,343.04,Consumer,0
2021-04-05,West,Sports & Outdoors,25,70.52,1633.07,0.0737,518.43,Consumer,2
2021-04-05,South,Home & Kitchen,9,84.46,663.3,0.1274,437.25,Consumer,0
2021-04-05,East,Electronics,7,296.26,1744.08,0.159,217.25,Consumer,0
2021-04-06,South,Electronics,9,335.06,2652.47,0.1204,283.31,Consumer,1
2021-04-06,Central,Sports & Outdoors,9,64.29,535.21,0.075,293.71,Consumer,1
2021-04-06,East,Sports & Outdoors,14,57.55,734.23,0.0887,276.08,Consumer,0
2021-04-06,West,Electronics,12,274.77,2785.18,0.1553,449.35,Small Business,0
2021-04-06,Central,Home & Kitchen,7,69.04,411.61,0.1483,191.06,Small Business,0
2021-04-06,East,Electronics,12,300.41,3223.88,0.1057,241.14,Consumer,0
2021-04-06,East,Clothing,12,48.77,515.48,0.1192,380.47,Consumer,1
2021-04-06,Central,Electronics,6,258.0,1333.91,0.1383,277.85,Consumer,0
2021-04-06,Central,Sports & Outdoors,8,68.9,487.1,0.1163,213.78,Consumer,0
2021-04-06,West,Clothing,21,43.16,785.0,0.1339,661.02,Corporate,0
2021-04-06,South,Home & Kitchen,10,90.74,877.27,0.0332,266.58,Small Business,0
2021-04-06,South,Electronics,11,327.74,3422.0,0.0508,306.12,Small Business,0
2021-04-06,North,Home & Kitchen,16,86.25,1258.28,0.0882,454.22,Corporate,0
2021-04-06,West,Sports & Outdoors,19,68.88,1112.94,0.1496,693.61,Consumer,1
2021-04-07,Central,Electronics,7,335.32,1941.17,0.173,266.36,Consumer,0
2021-04-07,North,Home & Kitchen,20,69.62,1290.06,0.0735,598.96,Consumer,1
2021-04-07,South,Electronics,14,314.98,4050.33,0.0815,237.14,Corporate,0
2021-04-07,North,Electronics,19,341.79,5905.65,0.0906,423.93,Consumer,1
2021-04-07,South,Sports & Outdoors,17,70.07,1079.69,0.0936,384.36,Consumer,1
2021-04-07,West,Clothing,27,51.84,1211.84,0.1342,697.68,Consumer,1
2021-04-07,East,Home & Kitchen,8,70.52,510.79,0.0946,310.46,Consumer,0
2021-04-07,North,Electronics,19,265.56,4578.41,0.0926,354.59,Corporate,1
2021-04-07,North,Clothing,24,44.17,994.89,0.0615,527.1,Consumer,1
2021-04-08,West,Clothing,26,50.39,1132.22,0.1358,802.98,Corporate,0
2021-04-08,East,Clothing,15,43.33,569.29,0.1241,282.07,Consumer,1
2021-04-08,West,Clothing,18,49.76,777.18,0.1323,660.27,Consumer,1
2021-04-08,North,Clothing,22,45.54,917.42,0.0843,743.83,Small Business,1
2021-04-08,East,Electronics,8,317.99,2272.99,0.1065,331.89,Consumer,0
2021-04-08,Central,Electronics,10,308.41,2577.38,0.1643,218.25,Consumer,0
2021-04-08,East,Sports & Outdoors,11,67.46,643.37,0.133,410.63,Corporate,0
2021-04-08,North,Clothing,26,52.55,1150.83,0.1577,619.04,Corporate,0
2021-04-08,North,Clothing,21,57.47,1045.15,0.134,703.1,Corporate,0
2021-04-08,West,Electronics,19,294.26,5090.55,0.0895,657.71,Small Business,0
2021-04-08,West,Electronics,19,343.81,5930.76,0.0921,657.93,Corporate,1
2021-04-09,North,Home & Kitchen,24,78.27,1678.42,0.1065,412.27,Corporate,1
2021-04-09,South,Home & Kitchen,17,80.22,1298.14,0.0481,363.11,Small Business,0
2021-04-09,West,Home & Kitchen,21,85.42,1551.3,0.1352,497.98,Corporate,0
2021-04-09,West,Sports & Outdoors,27,60.17,1456.28,0.1036,563.92,Consumer,1
2021-04-09,Central,Electronics,7,330.29,1760.84,0.2384,218.19,Corporate,0
2021-04-09,West,Home & Kitchen,15,91.45,1241.16,0.0952,474.01,Small Business,0
2021-04-09,North,Sports & Outdoors,22,63.07,1218.82,0.1216,417.75,Consumer,1
2021-04-09,South,Clothing,17,51.83,784.72,0.1094,413.25,Consumer,1
2021-04-09,Central,Home & Kitchen,8,82.13,587.99,0.1051,264.83,Consumer,0
2021-04-09,North,Clothing,18,43.23,700.01,0.1004,736.2,Small Business,1
2021-04-09,West,Home & Kitchen,17,89.69,1287.94,0.1553,696.34,Consumer,1
2021-04-10,West,Electronics,23,257.54,4982.19,0.1589,536.61,Consumer,1
2021-04-10,West,Electronics,20,301.2,5655.93,0.0611,568.04,Consumer,1
2021-04-10,West,Home & Kitchen,21,80.46,1549.76,0.0828,733.95,Consumer,1
2021-04-10,West,Sports & Outdoors,22,72.37,1420.98,0.1075,688.83,Consumer,1
2021-04-10,West,Sports & Outdoors,32,69.93,1767.38,0.2102,507.95,Corporate,2
2021-04-10,North,Sports & Outdoors,29,69.03,1754.44,0.1236,529.25,Corporate,1
2021-04-10,South,Home & Kitchen,19,83.82,1509.61,0.0521,314.49,Small Business,1
2021-04-10,South,Home & Kitchen,16,74.05,1058.26,0.1068,392.09,Consumer,1
2021-04-10,Central,Sports & Outdoors,13,55.71,654.05,0.0969,235.27,Consumer,0
2021-04-10,Central,Home & Kitchen,12,91.36,1018.37,0.0711,271.28,Consumer,0
2021-04-11,West,Home & Kitchen,28,87.56,2181.5,0.1102,668.59,Consumer,2
2021-04-11,East,Sports & Outdoors,14,56.01,666.75,0.1497,260.32,Corporate,0
2021-04-11,West,Electronics,23,284.03,5900.33,0.0968,575.84,Consumer,1
2021-04-11,East,Clothing,12,43.29,480.83,0.0744,390.21,Small Business,0
2021-04-11,Central,Sports & Outdoors,14,60.94,728.09,0.1466,342.15,Corporate,0
2021-04-11,North,Clothing,22,43.62,774.05,0.1934,595.65,Consumer,1
2021-04-11,Central,Clothing,16,53.26,782.11,0.0822,298.76,Small Business,0
2021-04-11,Central,Electronics,9,316.15,2605.2,0.0844,176.44,Consumer,0
2021-04-11,West,Electronics,24,260.3,5332.61,0.1464,665.66,Corporate,1
2021-04-11,North,Electronics,17,275.65,4480.33,0.0439,473.66,Small Business,1
2021-04-12,South,Home & Kitchen,8,74.25,530.03,0.1077,357.09,Corporate,0
2021-04-12,South,Clothing,12,53.82,549.09,0.1498,497.97,Consumer,1
2021-04-12,North,Electronics,15,269.87,3813.26,0.058,505.81,Small Business,0
2021-04-12,West,Home & Kitchen,19,69.2,1187.4,0.0969,534.47,Consumer,2
2021-04-12,North,Home & Kitchen,13,81.12,914.09,0.1332,572.55,Small Business,0
2021-04-12,North,Electronics,13,285.7,3372.03,0.0921,515.24,Corporate,0
2021-04-12,North,Home & Kitchen,11,91.27,868.33,0.1351,570.93,Consumer,0
2021-04-12,South,Sports & Outdoors,13,68.29,778.31,0.1233,360.95,Consumer,1
2021-04-12,Central,Home & Kitchen,9,70.29,572.77,0.0946,265.71,Consumer,1
